text_ID,volume_ID,page_ID,row_number,text
W1PD133161,I4PD2795,I4PD27950012,21,གཡུང་དྲུང་རིན་པོ་ཆེའི་ཕྱག་ཏུ་དཔེ་བདག་རྣམས་ཀྱི་དད་སྟོབས་ཀྱིས་ཕུལ་འབྱོར་
W1PD133161,I4PD2795,I4PD27950013,1,བྱུང་བར་བརྟེན། མཁན་རིན་པོ་ཆེ་གང་ཉིད་ནས་སྐབས་དེ་དུས་ཀྱི་པར་སྐྲུན་
W1PD133161,I4PD2795,I4PD27950013,2,སྤུས་ལེགས་གནང་འཆར་གཙོ་གཉེར་གནང་བ་དང་འབྲེལ། ཨ་གཡུང་གཤེན་
W1PD133161,I4PD2795,I4PD27950013,3,བསྟན་མཐའ་རྒྱས་རིན་པོ་ཆེ་དང་། རྩེ་དྲུག་བླ་མ་གར་དབང་རྣམ་རྒྱལ་རིན་པོ་ཆེ།
W1PD133161,I4PD2795,I4PD27950013,4,བཻ་རོ་བློ་བཀྲ་སོགས་ཀྱིས་ཐུགས་ཁུར་ཆེན་པོས་གོང་རིམ་ལ་ཆོག་མཆན་ཞུས་པ་དོན་
W1PD133161,I4PD2795,I4PD27950013,5,བཞིན་ཐོབ་པ་དང་། རྩེ་བླ་ཚུལ་ཁྲིམས་རབ་རྒྱས་རྣམ་དག་དང་། གྲྭ་སའི་རྒན་
W1PD133161,I4PD2795,I4PD27950013,6,ལགས་བློ་གྲོས་ཉི་མ་རྣམ་གཉིས་ནས་བསྒྲིགས་ཞུས་གནང་བ་དང་། ལྷག་བསམ་
W1PD133161,I4PD2795,I4PD27950013,7,དད་ལྡན་གེ་འགེངས་སྐལ་བཟང་རྣམ་རྒྱལ་དང་རྣམ་རྒྱལ་བཀྲ་ཤིས་གཉིས་གཙོས་
W1PD133161,I4PD2795,I4PD27950013,8,པས་གལ་ཆེའི་མཐུན་སྦྱོར་གནང་བ་བཅས་ཐུན་མོང་མཉམ་འབྲེལ་གྱི་སྒོ་ནས་སྤྱི་ལོ་
W1PD133161,I4PD2795,I4PD27950013,9,༡༩༨༨ལོར་ཆབ་མདོ་དཔར་འདེབས་བཟོ་གྲྭ་རུ་ཤར་རྫ་པའི་གསུང་འབུམ་པོད་
W1PD133161,I4PD2795,I4PD27950013,10,བཅུ་གསུམ་དང་ཐེག་འགྲེལ་རྣམ་ཐར་སོགས་བསྡོམས་པས་པོད་གྲངས་མདའ་
W1PD133161,I4PD2795,I4PD27950013,11,ཚད་མ་བཅུ་དྲུག་ལྕགས་པར་བསྒྲིགས་ཏེ་ཚར་གྲངས་༡༠༠༠ པར་སྐྲུན་བྱས་སོ། །
W1PD133161,I4PD2795,I4PD27950013,12,གོང་གསལ་གནས་ཚུལ་དང་འབྲེལ་ད་སྐབས་གསུང་འབུམ་འདི་ཀོ་དེང་
W1PD133161,I4PD2795,I4PD27950013,13,རབས་དེབ་གཟུགས་སུ་དཔེ་སྐྲུན་བྱེད་སྐོར་ཅུང་ཟད་ཞུ་ན། ༧ སྨྲ་དབང་ཡོངས་
W1PD133161,I4PD2795,I4PD27950013,14,འཛིན་བསྟན་རྣམ་རིན་པོ་ཆེའི་བཞེད་པ་སྔ་དར་བཀའ་བརྟེན་དང་ཕྱི་དར་གསུང་
W1PD133161,I4PD2795,I4PD27950013,15,འབུམ་ཞེས་ཕྱོགས་གཉིས་དབྱེ་འབྱེད་གནང་བའི་དགོངས་དོན་ལྟར། སྤྱི་ལོ་
W1PD133161,I4PD2795,I4PD27950013,16,༢༠༠༦ལོར་ཁྱུང་པོ་སྟེང་ཆེན་དགོན་ནས་གཡུང་དྲུང་བོན་གྱི་བཀའ་བརྟེན་དཔེ་
W1PD133161,I4PD2795,I4PD27950013,17,རྙིང་ཕྱོགས་བསྒྲིགས་ཞེས་པ་པོད་གྲངས་༡༡༠ ཅན་དཔེ་སྐྲུན་གྲུབ་རྗེས། ཕྱི་དར་
W1PD133161,I4PD2795,I4PD27950013,18,གསུང་འབུམ་སྐོར་སྟོད་སྨད་གང་སར་བླ་སྤྲུལ་དགེ་བཤེས་གང་ཞིག་གིས་གཙོ་
W1PD133161,I4PD2795,I4PD27950013,19,སྐྱོངས་ཀྱིས་མཁས་གྲུབ་སོ་སོའི་གསུང་འབུམ་རྣམས་གང་ཐུབ་ཀྱིས་རིམ་བཞིན་
W1PD133161,I4PD2795,I4PD27950013,20,སྒྲིག་སྐྲུན་བྱེད་རྒྱུ་དགོས་གལ་ཆེ་ཚུལ་ཁྱུང་པོ་སྟེང་ཆེན་དགོན་གྱི་གཡུང་དྲུང་
W1PD133161,I4PD2795,I4PD27950013,21,བོན་གྱི་བཀའ་བརྟེན་དཔེ་རྙིང་ཕྱོགས་སྒྲིག་ཁང་ནས་འབོད་བསྐུལ་ཁ་གསལ་ཅན་
W1PD133161,I4PD2795,I4PD27950014,1,ཞིག་སྤྱི་ལོ་༢༠༠༩ལོར་གཡུང་དྲུང་བོན་གྱི་བཀའ་བརྟེན་དཔེ་རྙིང་ཕྱོགས་བསྒྲིགས་
W1PD133161,I4PD2795,I4PD27950014,2,ཀྱི་གནད་བསྡུས་གསལ་སྟོན་མེ་ལོང་ཞེས་པའི་ནང་ཞུས་པ་ལྟར། ཕྱི་དར་གསུང་
W1PD133161,I4PD2795,I4PD27950014,3,འབུམ་སྐོར་ལས་ཀུན་མཁྱེན་ཤར་རྫ་པའི་གསུང་འབུམ་འདི་ཀོ་ཐོག་མར་དཔེ་
W1PD133161,I4PD2795,I4PD27950014,4,སྐྲུན་བྱེད་རྒྱུའི་དབུ་བཟུང་བ་ཡིནན། དེ་ལྟར་བྱེད་པའི་དགོས་པ་ནི། སྤྱི་ལོ་༢༠༡༠
W1PD133161,I4PD2795,I4PD27950014,5,ཡར་སྔོན་དུ་ཤར་རྫ་པའི་གསུང་འབུམ་གང་སར་ཁྱབ་སྤེལ་བྱས་རིགས་གཙོ་ཆེར་སྔ་
W1PD133161,I4PD2795,I4PD27950014,6,མའི་ཆབ་མདོའི་ལྕགས་པར་ཅན་དེ་བསྐྱར་པར་ཡང་པར་བྱས་པ་ལས་གཞན་
W1PD133161,I4PD2795,I4PD27950014,7,མེད་ལ། ཆབ་མདོའི་པར་མ་དེའི་པར་གཞི་ཡང་སྐབས་དེའི་ཆ་རྐྱེན་གྱི་དབང་གིས་
W1PD133161,I4PD2795,I4PD27950014,8,མི་འདང་བའི་ཞན་ཆ་ཡོད་པ་དཔེར་ན། མ་དཔེ་གཅིག་ལས་གཞན་པའི་བསྡུར་
W1PD133161,I4PD2795,I4PD27950014,9,ཡ་མ་རྙེད་པ་དང་དགོས་ངེས་དཔེ་ཆ་མ་འབྱོར་བ། ཞུས་བསྒྲིགས་ལས་སྣེ་མི་སྣ་ཉུང་
W1PD133161,I4PD2795,I4PD27950014,10,བ། འཕྲུལ་འཁོར་སོགས་པར་ཆས་ཀྱི་མཐུན་རྐྱེན་ཞན་པ་སོགས་སོ། །དེས་ན་ཚུལ་
W1PD133161,I4PD2795,I4PD27950014,11,དེ་ལས་ཐོན་པའི་གསུང་འབུམ་འདི་ཀོའང་དེང་གི་ཆར་དགེ་འདོན་སྐྱོན་སེལ་གྱི་
W1PD133161,I4PD2795,I4PD27950014,12,ཞབས་ཞུ་རེ་སྒྲུབ་དགོས་རྒྱུ་ནི་རང་ཅག་གི་བཤོལ་དུ་མེད་པའི་འགན་དུ་གྲུབ་གཤིས།
W1PD133161,I4PD2795,I4PD27950014,13,གཡུང་དྲུང་བོན་གྱི་བཀའ་བརྟེན་དཔེ་རྙིང་ཕྱོགས་སྒྲིག་ཁང་གཙོ་གཉེར་བ་ཁྱུང་
W1PD133161,I4PD2795,I4PD27950014,14,པོ་སྟེང་ཆེན་དགོན་གྱི་མཁན་པོ་༧ འོད་ཟེར་སྦྱིན་པ་ཕུན་ཚོགས་རིན་པོ་ཆེ་གཙོས་པའི་
W1PD133161,I4PD2795,I4PD27950014,15,ལས་དོན་ལག་བསྟར་པ་རྣམས་ཀྱིས་ཧུར་ཐག་སྒོས་སྔ་མའི་ཤིང་པར་གཞིར་བཟུང་
W1PD133161,I4PD2795,I4PD27950014,16,ཐོག་ཆབ་མདོའི་ལྕགས་པར་མ་དང་འདྲ་བསྡུར་བྱས། མ་དཔེ་འདྲ་ཡ་མ་རྙེད་པ་
W1PD133161,I4PD2795,I4PD27950014,17,རྣམས་དེ་རང་ཞུས་བསྒྲིགས་བྱས་ཏེ་སྔོན་གྱི་ལྕགས་པར་མའི་ཆད་འཁྲུགས་སོགས་
W1PD133161,I4PD2795,I4PD27950014,18,ཅི་ནུས་ཀྱིས་ཁ་སྐོང་དང་དག་བཅོས་བཏང་སྟེ། དེང་རབས་དེབ་གཟུགས་སུ་པོད་གྲངས་
W1PD133161,I4PD2795,I4PD27950014,19,བཅུ་བདུན་གྱི་བདག་ཉིད་ཅན་དུ་སྐྲུན་པའོ།། དེ་ཡང་ལས་དོན་ལག་བསྟར་པ་རང་
W1PD133161,I4PD2795,I4PD27950014,20,ངོས་ནས་མཚོན་ན་ལས་ཀ་འདི་ཀོ་བསོད་ནམས་ཚོགས་བསགས་ཀྱི་རྒྱུ་རུ་དམིགས་
W1PD133161,I4PD2795,I4PD27950014,21,ཁུལ་གྱིས་གང་ཤེས་གང་ནུས་ཀྱིས་འབད་པ་བྱས་ཡོད་ནའང་། ད་དུང་མ་རྟོགས་པ་
W1PD133161,I4PD2795,I4PD27950015,1,དང་ལོག་པར་རྟོག་པ་སོགས་དང་། གཞན་རྐྱེན་དབང་གིས་མི་འདང་བའི་ཞན་
W1PD133161,I4PD2795,I4PD27950015,2,ཆ་སོགས་ཡོད་ངེས་ཡིན་པས། ཕྱིས་སུ་དཔྱོད་ལྡན་རྣམས་ཀྱིས་དག་འབུད་གནང་རེ་
W1PD133161,I4PD2795,I4PD27950015,3,དང་གནང་འོས་ཡིན་ནའང་། དེ་ལས་གཞན་པའི་ཉག་ཉོག་རིགས་རྣམས་བཏང་
W1PD133161,I4PD2795,I4PD27950015,4,སྙོམས་མཁའ་ཡངས་ངོགས་རང་དྭངས་སུ་བཞག་ན་ཅི་བས་མཛེས་པར་སེམས་པ་
W1PD133161,I4PD2795,I4PD27950015,5,དང་ཆབས་ཅིག །འདི་འབད་དགེ་བས་ཕྱི་དར་མཁས་པའི་གསུང་འབུམ་རིམ་
W1PD133161,I4PD2795,I4PD27950015,6,སྐྲུན་གྱི་དཔེ་སྟོན་དུ་འགྱུར་བ་དང་གང་སྐྲུན་གསུང་རབ་ཀྱི་བསྟན་དོན་འགྲོ་ཁམས་
W1PD133161,I4PD2795,I4PD27950015,7,སུ་སྨིན་ཏེ་ཕན་བདེ་དངོས་སུ་འབྱུང་བའི་བསྔོ་སྨོན་ལྷད་མེད་དང་བཅས་ཤར་རྫ་
W1PD133161,I4PD2795,I4PD27950015,8,པའི་གསུང་འབུམ་ཤིང་པར་མའི་མ་དཔེ་གཡར་གནང་མཛད་པའི་ཀ་ལེགས་དགོན་
W1PD133161,I4PD2795,I4PD27950015,9,དང་རྒན་བསམ་གཏན་ཡེ་ཤེས། སྟེང་ཆེན་དགོན་གྱི་འབྲེལ་ཡོད་མི་སྣ་སོགས་དང་།
W1PD133161,I4PD2795,I4PD27950015,10,ལྷག་ཏུ་གསུང་འབུམ་འདིའི་དཔེ་སྐྲུན་ཐད་རྒྱུ་འབྱོར་གྱི་མཐུན་རྐྱེན་གནང་བའི་
W1PD133161,I4PD2795,I4PD27950015,11,བསྟན་སྦྱིན་ལྷག་བསམ་ཅན་རྣམས་ལའང་སྐབས་འདི་དང་བསྟུན་ཐལ་མོ་སྙིང་
W1PD133161,I4PD2795,I4PD27950015,12,ཁར་སྦྱར་ཏེ་བཀའ་དྲིན་ཆེ་ཞེས་ཞུའོ། །
W1PD133161,I4PD2795,I4PD27950015,13,དཔེ་སྒྲིག་པས།
W1PD133161,I4PD2795,I4PD27950015,14,སྤྱི་ལོ་༢ ༠ ༡༠ལོའི་ཟླ་༩ཚེས་༤ཉིན།
W1PD133161,I4PD2795,I4PD27950016,1,རྩོམ་པ་པོའི་ལོ་རྒྱུས་མདོར་བསྡུས།
W1PD133161,I4PD2795,I4PD27950016,2,སྡེ་སྣོད་རིན་པོ་ཆེའི་མཛོད་ཅེས་བྱ་བ་འདིའི་རྩོམ་པ་པོ་ཤར་རྫ་པ་བཀྲ་ཤིས་རྒྱལ་
W1PD133161,I4PD2795,I4PD27950016,3,མཚན་མཆོག་ནི་( ༡༨༥༩༡༩༣༤) རབ་བྱུང་བཅུ་བཞི་པའི་དོན་གྲུབ་ཅེས་པ་
W1PD133161,I4PD2795,I4PD27950016,4,ས་ལུག་ལོར་མདོ་ཁམས་སྨད་ཀྱི་ཡུལ་ལྗོངས་དངུལ་རྫ་ཟལ་མོའི་སྒང་གི་རིའི་རྒྱུད་
W1PD133161,I4PD2795,I4PD27950016,5,རྫ་ཁོག་འབོད་པར་ཆེན་པོ་ཧོར་གྱི་རིགས་ལས་བྱུང་བའི་ཡབ་བོན་སྔགས་འཛིན་པ་
W1PD133161,I4PD2795,I4PD27950016,6,དགེ་བསྙེན་བཀྲ་ཤིས་དགའ་དང་ཡུམ་རིགས་བཟང་བོ་ལེགས་གཉིས་ལ་སྐུ་བལྟམས།
W1PD133161,I4PD2795,I4PD27950016,7,སྐུ་གཞོན་ནུའི་དུས་ནས་དད་པ་དང་། བརྩོན་འགྲུས། ངེས་འབྱུང་། སྙིང་རྗེ་
W1PD133161,I4PD2795,I4PD27950016,8,སོགས་ཁྱད་པར་དུ་འཕགས་ཤིང་། ལྷག་པར་དུ་བསམ་གཞིགས་ཀྱི་མཁྱེན་རབ་དྲི་
W1PD133161,I4PD2795,I4PD27950016,9,མ་མེད་པའི་རྩལ་རྫོགས་ཏེ་ཐེག་པ་ཆེན་པོའི་རིགས་ཀྱི་ནུས་པ་ཐམས་ཅད་ལྷན་
W1PD133161,I4PD2795,I4PD27950016,10,སྐྱེས་སུ་མངའ་བ། ལྷ་དང་བླ་མའི་ཞལ་གཟིགས་ལུང་བསྟན་པའི་རྣམ་པ་དུ་མ་ལྡན་
W1PD133161,I4PD2795,I4PD27950016,11,པ་དང་། ཁྱད་པར་དུ་རྣལ་འབྱོར་གྱི་དབང་ཕྱུག་དབྲ་ཞིག་གྲུབ་ཆེན་བསྟན་འཛིན་
