W00EGS1016686-I01JW127.csv,W00EGS1016686,I01JW127,3,I972048BA
W00EGS1016761-I01JW66.csv,W00EGS1016761,I01JW66,1,I40212F00
W00EGS1016937-I01JW217.csv,W00EGS1016937,I01JW217,3,IAEFB0FF5
W00EGS1016951-I01JW173.csv,W00EGS1016951,I01JW173,2,I6A746A6F
W00EGS1016951-I01JW174.csv,W00EGS1016951,I01JW174,2,I6A746A6F
W00EGS1016982-I00EGS1016998.csv,W00EGS1016982,I00EGS1016998,3,IA1EE1961
W00EGS1017219-I00EGS1017221.csv,W00EGS1017219,I00EGS1017221,3,I3F70642A
W00EGS1017328-I00EGS1017330.csv,W00EGS1017328,I00EGS1017330,2,I4250C663
W00EGS1017422-I1PD28032.csv,W00EGS1017422,I1PD28032,2,IBD638543
W00EGS1017555-I1KG15468.csv,W00EGS1017555,I1KG15468,2,I9C5C1099
W00EGS1017555-I1KG15469.csv,W00EGS1017555,I1KG15469,2,I9C5C1099
W00EGS1017555-I1KG15470.csv,W00EGS1017555,I1KG15470,2,I9C5C1099
W00EGS1017717-I2KG207974.csv,W00EGS1017717,I2KG207974,3,I56F0BFE9
W00EGS1017717-I2KG207975.csv,W00EGS1017717,I2KG207975,3,I56F0BFE9
W00KG01522-5823.csv,W00KG01522,I5823,3,I9AD088D1
W00KG02530-I00KG07595.csv,W00KG02530,I00KG07595,2,I8D7AF633
W00KG03653-I00KG03733.csv,W00KG03653,I00KG03733,3,IC54E233E
W00KG0547-I1KG16101.csv,W00KG0547,I1KG16101,3,IC0D1FF4E
W00KG07624-I00KG07863.csv,W00KG07624,I00KG07863,2,I366C6B99
W00KG08430-I00KG08436.csv,W00KG08430,I00KG08436,2,I0C33FDC4
W00KG08430-I00KG08437.csv,W00KG08430,I00KG08437,2,I0C33FDC4
W00KG08430-I00KG08438.csv,W00KG08430,I00KG08438,3,I0C33FDC4
W11757-I1KG21868.csv,W11757,I1KG21868,2,IF24EB7B4
W12164-I1KG20686.csv,W12164,I1KG20686,3,I806B6DFB
W12486-I1KG23692.csv,W12486,I1KG23692,3,I7982525B
W15222-I1KG22763.csv,W15222,I1KG22763,3,I84D49994
W15269-I1KG5126.csv,W15269,I1KG5126,3,IA1A1A7A8
W16484-I1KG13436.csv,W16484,I1KG13436,3,I979AE756
W17320-I1PD36420.csv,W17320,I1PD36420,2,I39175733
W17722-4791.csv,W17722,I4791,2,I626D483E
W18124-I1KG23839.csv,W18124,I1KG23839,3,IE1F9A90F
W18133-I1PD36385.csv,W18133,I1PD36385,3,I98928F2B
W19479-I1GS105458.csv,W19479,I1GS105458,3,IB493A3D8
W19680-4845.csv,W19680,I4845,2,IB048786F
W19680-4846.csv,W19680,I4846,2,IB048786F
W19680-4847.csv,W19680,I4847,2,IB048786F
W19997-I1GS44630.csv,W19997,I1GS44630,3,I74A7D887
W19999-I1PD86098.csv,W19999,I1PD86098,3,I0F15120B
W1AC16-I2PD18489.csv,W1AC16,I2PD18489,2,I1B38BB41
W1AC16-I2PD18490.csv,W1AC16,I2PD18490,2,I1B38BB41
W1AC16-I2PD18491.csv,W1AC16,I2PD18491,2,I1B38BB41
